id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36524,-71.02936,Entire home/apt,125,30,15,02/22/2019,0.32,1,107
5506,**$99 Special **   Private! Minutes to center!,8229,Terry,,Roxbury,42.32981,-71.09559,Entire home/apt,145,3,86,05/17/2019,0.7,6,156
6695,$99 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.32994,-71.09351,Entire home/apt,169,3,90,05/02/2019,0.76,6,118
6976,Mexican Folk Art Showcase in Boston Neighborhood,16701,Phil,,Roslindale,42.29244,-71.13577,Private room,65,3,77,05/01/2019,0.64,1,70
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35919,-71.06265,Entire home/apt,99,28,22,12/20/2018,0.38,9,265
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.3584,-71.06185,Entire home/apt,150,30,28,03/22/2019,0.24,9,291
10811,Back Bay Studio on Marlborough St-,38997,Michelle,,Back Bay,42.34973,-71.08792,Entire home/apt,179,1,7,09/30/2018,0.17,9,353
10813,Back Bay Apt Studio-,38997,Michelle,,Back Bay,42.34961,-71.08904,Entire home/apt,179,3,65,05/15/2019,1.79,9,0
10986,Waterfront Furnished Apt,38997,Michelle,,North End,42.36352,-71.05075,Entire home/apt,125,30,2,05/23/2016,0.05,9,347
18711,The Dorset | 3BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.32329,-71.0621,Entire home/apt,126,2,48,04/29/2019,0.44,25,334
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34496,-71.07486,Private room,148,2,298,05/03/2019,3.14,4,65
24240,"The Golden Slipper B&B Afloat, 2 bed/2 bath",97821,Gretchen,,North End,42.36366,-71.05023,Entire home/apt,275,2,82,10/25/2018,0.78,1,266
27546,L'Auberge Espagnole  /room H,119019,Hermina,,Dorchester,42.29835,-71.0591,Private room,55,1,234,09/01/2018,2.14,9,161
27611,One Bedroom Studio Garden Apartment,119381,Gordon And Alexandra,,Jamaica Plain,42.31557,-71.11483,Entire home/apt,195,3,16,05/05/2019,0.26,1,350
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37834,-71.06663,Entire home/apt,221,2,93,10/21/2018,0.85,3,177
31796,Big room with two bed/Room A,119019,Hermina,,Dorchester,42.29977,-71.06048,Private room,43,1,414,04/16/2019,3.81,9,51
36885,A Cozy Corner of Boston,159160,Deborah,,Fenway,42.34633,-71.08832,Entire home/apt,165,4,150,10/17/2018,1.39,1,0
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.3151,-71.11108,Private room,95,6,73,03/11/2019,0.69,1,206
44205,Elegance at Salem Street Court,128280,Elizabeth,,Charlestown,42.37655,-71.06677,Entire home/apt,184,2,82,04/16/2019,0.77,3,181
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.37404,-71.06118,Entire home/apt,125,3,115,05/05/2019,1.08,1,320
47521,Beautiful Victorian House /C,119019,Hermina,,Dorchester,42.29772,-71.05924,Private room,50,1,331,04/17/2019,3.13,9,0
50032,Amazing Design & Detail Throughout!,228845,Jeremy,,Jamaica Plain,42.31591,-71.11276,Entire home/apt,700,3,19,12/26/2018,0.21,1,290
57156,3 Room Cottage in Boston,271947,Bill,,Dorchester,42.31004,-71.04942,Entire home/apt,105,5,42,09/03/2018,0.43,1,158
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32584,-71.08927,Private room,75,2,134,04/18/2019,1.31,5,135
60356,Bookcase 1bd facing Boston Common,26988,Anne,,Downtown,42.35712,-71.0618,Entire home/apt,175,28,18,11/05/2018,0.27,9,176
66288,Architects Live-in Studio in Boston,324630,Sean,,Mission Hill,42.33215,-71.10674,Entire home/apt,79,1,650,05/02/2019,6.4,1,30
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35867,-71.06332,Entire home/apt,110,28,43,12/10/2018,0.54,9,165
69369,Room in Boston off the beaten path,255183,Michelle,,Roxbury,42.32614,-71.0884,Private room,79,2,106,04/16/2019,1.09,5,319
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853,-71.06177,Private room,140,2,39,05/05/2019,0.42,1,365
77691,Beautiful Victorian House /Room B,119019,Hermina,,Dorchester,42.29771,-71.05979,Private room,65,1,320,01/05/2019,3.2,9,3
91588,Sunny Private Bedroom. 7 minute walk to Redline T.,494453,Dave,,Dorchester,42.31358,-71.04697,Private room,68,1,162,05/10/2019,1.66,2,22
95453,Royal Street Studio: Allston,508268,Richard,,Allston,42.35937,-71.13156,Entire home/apt,175,5,34,05/12/2019,0.35,1,355
118905,Lotus (Luxury apartment),434539,Brahma,,East Boston,42.37933,-71.03376,Entire home/apt,325,7,23,03/29/2018,0.24,2,364
160572,Single Family Home,766862,Nicole,,South Boston,42.33324,-71.042,Entire home/apt,495,3,8,09/07/2018,0.09,1,65
163941,$119* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32965,-71.09503,Entire home/apt,225,3,209,05/04/2019,2.21,6,145
164418,Comfortable room in quiet area of Boston,784237,Carlos,,West Roxbury,42.29512,-71.14877,Private room,65,5,39,10/15/2016,0.42,1,177
169430,Stylish + Comfortable Urban Victorian,807320,Kate,,Roxbury,42.32158,-71.09047,Entire home/apt,200,2,135,05/06/2019,1.43,1,11
169938,Gorgeous Boston Loft Style Condo!,809859,Lisa,,Jamaica Plain,42.31379,-71.10339,Entire home/apt,174,3,0,,,1,140
170715,Classic Back Bay Marlborough |1BR 1BA #3,814298,Brent,,Back Bay,42.35178,-71.08457,Entire home/apt,200,2,50,11/08/2018,0.55,89,0
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29343,-71.06773,Private room,59,2,180,05/13/2019,1.91,3,328
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.2978,-71.05893,Private room,75,1,92,08/18/2018,0.98,9,71
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915,-71.05879,Private room,65,1,60,04/30/2019,0.64,9,61
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.3798,-71.03325,Entire home/apt,300,5,37,10/31/2017,0.39,2,326
182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,875739,Max,,Charlestown,42.37739,-71.06044,Entire home/apt,169,6,105,12/28/2018,1.11,1,3
196806,"Comfy couch, Centrally located",958639,Larry,,Fenway,42.34452,-71.08684,Shared room,79,3,84,05/14/2019,0.89,1,273
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.3132,-71.11832,Private room,85,2,38,12/31/2018,0.41,1,111
197972,Perfect Location--Super Studio!,965697,Chris & Kristina,,Jamaica Plain,42.31732,-71.10834,Entire home/apt,90,2,365,05/09/2019,3.95,2,243
200265,Comfort in Historic Melville Park 2,847253,Susan,,Dorchester,42.29363,-71.06652,Private room,69,2,178,03/30/2019,1.91,3,309
205894,Beautiful Victorian House/Room D,119019,Hermina,,Dorchester,42.29849,-71.0588,Private room,55,1,201,04/17/2019,2.14,9,2
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31864,-71.10641,Entire home/apt,110,3,169,05/13/2019,1.81,1,230
211921,Boston Loft: 7 Skylights!,1092168,Meg,,Roslindale,42.28143,-71.12576,Entire home/apt,300,45,68,06/15/2015,0.74,1,365
217498,"Private bedroom, bath and lounge.",1123263,Deepti & Michael,,Brighton,42.35257,-71.15057,Private room,99,3,168,05/11/2019,1.83,1,291
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539,-71.05438,Private room,95,2,220,05/12/2019,2.37,1,121
225834,Skyline View to Boston,1176995,Duane,,Roslindale,42.28053,-71.13084,Private room,65,28,53,06/25/2018,0.57,2,322
225979,Cozy Room & Fresh Roasted Coffee,1176995,Duane,,Roslindale,42.28145,-71.12925,Private room,55,28,97,01/31/2019,1.04,2,158
232990,Comfort in Historic Melville Park 3,847253,Susan,,Dorchester,42.2948,-71.06814,Private room,69,2,67,04/16/2019,0.71,3,297
257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,1355344,Meri,,South Boston,42.33066,-71.03984,Entire home/apt,200,1,283,05/10/2019,3.4,1,174
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Will,,Roxbury,42.33814,-71.08001,Entire home/apt,167,2,85,04/13/2019,0.99,46,93
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719,-71.16816,Private room,80,1,25,08/16/2018,0.34,1,273
307571,Beacon Hill Floorthrough Brownstone,26988,Anne,,Beacon Hill,42.35881,-71.06547,Entire home/apt,150,30,17,07/30/2018,0.51,9,137
311240,"Upscale Back Bay Studio, River Views",1600541,Marina,,Back Bay,42.35262,-71.08051,Entire home/apt,165,2,182,05/05/2019,2.06,1,127
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.29929,-71.05997,Entire home/apt,196,1,214,05/09/2019,2.44,9,71
318050,"South End Room on park by T, Prudential & Back Bay",1632478,Thiago & Niles,,South End,42.3398,-71.07853,Private room,99,2,288,05/05/2019,3.27,1,7
322593,"Chef Kitch, 12 Min to Pru, Patio, Walker'sParadise",1651480,Edward,,South End,42.34349,-71.0768,Entire home/apt,168,3,371,05/12/2019,4.96,5,26
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29129,-71.11396,Entire home/apt,149,2,46,08/20/2017,0.57,1,0
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Will,,Roxbury,42.33824,-71.08172,Entire home/apt,167,2,93,05/03/2019,1.09,46,131
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.32443,-71.10652,Entire home/apt,250,5,5,08/24/2015,0.06,1,0
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29839,-71.05931,Entire home/apt,385,1,22,09/24/2018,0.27,9,7
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417,-71.11541,Entire home/apt,375,3,12,10/04/2015,0.14,1,0
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088,-71.0819,Private room,49,3,21,04/18/2017,0.29,3,271
403587,Beautiful 2 bedroom apt sleeps 7,887148,Dawn,,Charlestown,42.38291,-71.06956,Entire home/apt,595,2,2,03/27/2014,0.03,7,365
414419,Back Bay! Best Location in Boston!,2027295,Ravi,,Back Bay,42.35387,-71.07972,Entire home/apt,75,2,520,05/06/2019,6.04,1,53
431434,Boston Brownstone (South Boston),980059,Ben,,South Boston,42.33533,-71.05168,Entire home/apt,200,2,7,06/13/2014,0.08,1,76
442735,South End Brownstone Family Home,1592221,Sarah,,South End,42.34362,-71.06799,Entire home/apt,250,2,63,04/16/2019,0.74,1,35
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713,-71.10966,Private room,71,3,286,05/05/2019,3.4,1,190
472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,814298,Brent,,Back Bay,42.35147,-71.0832,Entire home/apt,150,2,60,11/06/2018,1.57,89,0
475254,Spectacular Boston Townhouse in Heart of Boston,2355815,Francine,,Bay Village,42.34846,-71.0681,Entire home/apt,500,5,11,10/03/2018,0.34,1,158
475988,"Lovely private, 20 mins to dwntwn, near parks +T!",2359572,Kelly,,Jamaica Plain,42.3044,-71.11442,Entire home/apt,207,1,15,10/28/2018,0.79,1,0
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.3092,-71.11836,Private room,200,2,16,06/26/2016,0.23,1,0
497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jonathan,,Downtown,42.35439,-71.06009,Entire home/apt,299,10,307,05/03/2019,5.18,1,96
511992,RiverView Luxury Apt Top Amenities,723220,Helena,,Downtown,42.35564,-71.05827,Entire home/apt,450,30,0,,,1,359
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.30511,-71.10643,Private room,62,3,9,05/31/2016,0.15,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34523,-71.07282,Private room,148,2,165,04/16/2019,1.96,4,82
530983,The Grand View | 5BR 2BA | Victorian Home,71783,Lance,,Dorchester,42.31419,-71.06001,Entire home/apt,175,3,63,04/28/2019,0.79,25,223
533114,The Sawyer | 2BR 2.5BA | 1st Floor,71783,Lance,,Dorchester,42.31167,-71.06168,Entire home/apt,168,2,43,04/27/2019,0.53,25,64
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.32189,-71.06183,Entire home/apt,125,2,53,04/20/2019,0.85,25,359
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.31086,-71.06815,Entire home/apt,115,2,283,04/28/2019,3.4,2,276
561769,The Sky View | 3BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.31324,-71.06242,Entire home/apt,142,2,50,04/16/2019,0.61,25,326
568234,City's Hippest Location/Two Bedrooms/Parking,2796082,Margaret,,Jamaica Plain,42.30335,-71.10497,Private room,110,1,240,05/11/2019,2.88,2,304
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28847,-71.05477,Private room,110,3,90,04/16/2019,1.29,1,143
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3228,-71.06184,Entire home/apt,125,2,47,05/01/2019,0.57,25,355
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171,-71.14851,Entire home/apt,149,3,20,02/09/2019,0.45,1,0
585148,Trendy Loft in the South End,2883829,George,,South End,42.33818,-71.06463,Entire home/apt,210,180,33,10/06/2017,0.56,1,107
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118,-71.15316,Entire home/apt,125,2,33,03/13/2019,1.28,25,259
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37669,-71.05031,Entire home/apt,325,2,24,04/29/2019,0.74,4,334
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37808,-71.06343,Entire home/apt,175,3,151,05/12/2019,1.83,1,205
639101,Quiet Room in Historic South End Brownstone,3189672,Dympna,,South End,42.33809,-71.07454,Private room,175,3,18,12/21/2018,0.54,2,98
639111,Relaxing Room at Historic South End Brownstone,3189672,Dympna,,South End,42.3359,-71.073,Private room,199,3,12,11/18/2018,0.37,2,120
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477,-71.04995,Private room,175,1,6,04/15/2019,0.17,1,153
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Will,,Roxbury,42.33923,-71.08141,Entire home/apt,163,2,104,04/11/2019,1.28,46,118
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.35893,-71.06331,Entire home/apt,175,28,17,12/08/2018,0.35,9,320
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37755,-71.0628,Entire home/apt,100,2,331,05/07/2019,4.12,1,187
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957,-71.10629,Entire home/apt,135,5,1,10/09/2014,0.02,1,0
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.30376,-71.114,Private room,90,3,23,10/31/2018,0.29,3,196
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.30456,-71.11364,Entire home/apt,225,3,25,05/13/2019,0.31,3,263
735970,Part of a Large Condo Jamaica Plain,3840038,Sidney,,Jamaica Plain,42.31691,-71.11303,Private room,55,300,3,05/22/2015,0.04,1,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.30581,-71.1126,Entire home/apt,550,3,66,04/16/2019,0.88,2,0
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.29424,-71.13183,Private room,25,90,4,07/01/2016,0.05,2,323
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,,Jamaica Plain,42.30681,-71.11052,Private room,65,2,182,05/07/2019,2.51,2,314
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28588,-71.12491,Private room,50,2,137,04/22/2019,3.05,1,361
766700,★ Historic & Private 1BR | Walk to Sites & MBTA,3637081,Jason Or Jose,,North End,42.36639,-71.05537,Entire home/apt,125,1,438,05/08/2019,6.03,6,256
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757,-71.13463,Private room,85,2,35,02/03/2019,0.48,1,360
798957,★2-Story★Walk Score 77 ★ 1200ft² ★ 2 Baths,1651480,Edward,,South End,42.34121,-71.07571,Entire home/apt,295,3,357,04/29/2019,4.86,5,42
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32086,-71.1125,Entire home/apt,300,4,2,04/21/2015,0.03,2,0
801680,*$109 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852,-71.09539,Entire home/apt,169,3,42,04/12/2019,0.53,6,84
801722,$99 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819,-71.09405,Entire home/apt,149,3,40,05/03/2019,0.51,6,172
815639,►Sophisticated Saucy Studio | Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758,-71.05611,Entire home/apt,125,1,507,05/05/2019,7,6,346
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.35628,-71.06141,Entire home/apt,275,2,68,04/29/2019,0.92,2,282
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822,-71.07621,Private room,49,3,24,11/20/2018,0.31,3,274
847808,BACK BAY BOSTON BROWNSTONE ,4426354,Beacon,,Back Bay,42.34984,-71.08795,Private room,75,2,54,03/24/2019,0.7,2,354
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882,-71.13951,Entire home/apt,239,3,57,05/06/2019,0.87,3,204
851927,♥ Transit Score 100 & Walk Score  98! ♥,2204348,Nina,,South End,42.34559,-71.07488,Entire home/apt,140,21,28,04/21/2019,0.66,1,341
863788,2 BR: heart of South End w/ Roof Deck -city views!,775932,Andy & Daljit,,South End,42.34367,-71.0708,Entire home/apt,385,2,4,05/17/2019,0.05,1,1
886668,Visit Back Bay,4426354,Beacon,,Back Bay,42.3503,-71.08744,Private room,89,2,33,04/02/2019,0.43,2,364
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853,-71.05363,Entire home/apt,125,2,347,04/27/2019,4.62,1,188
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36136,-71.05567,Entire home/apt,200,4,74,04/29/2019,1.22,8,214
894539,Private room in house ,4762495,Jennifer,,Roslindale,42.2909,-71.13024,Private room,90,2,54,01/10/2019,0.79,2,228
916123,Historical 1 Bedroom Apt- ''One if by land!'',3637081,Jason Or Jose,,North End,42.36722,-71.05736,Entire home/apt,125,1,505,05/05/2019,6.83,6,355
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.31886,-71.11452,Entire home/apt,275,3,77,10/16/2017,1.05,2,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29053,-71.14106,Entire home/apt,119,3,76,03/17/2019,1.08,3,312
973327,BOSTON MA USA - NEAR NEWBURY ST,5322468,Andre,,Fenway,42.34644,-71.08807,Entire home/apt,150,29,0,,,1,365
973695,"Boston Center, Sleeps 1 to 4 people",1760577,Claire,,Downtown,42.35929,-71.06086,Entire home/apt,250,4,51,05/11/2019,0.74,1,343
981793,"Quiet,Cozy Private Bedroom for you!",887148,Dawn,,Charlestown,42.37967,-71.0693,Private room,180,2,0,,,7,365
989163,Perfect 2nd floor studio,5430185,Laura,,South End,42.34286,-71.07339,Entire home/apt,195,5,31,03/21/2019,0.45,7,36
990668,✔Penthouse ✔Skydeck ✔Walk Score 77 ✔Full Kitchen,1651480,Edward,,South End,42.34146,-71.07641,Private room,85,3,240,05/01/2019,3.31,5,16
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33269,-71.04536,Private room,120,1,60,05/16/2019,2.26,3,275
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106,-71.11594,Entire home/apt,107,1,20,04/30/2019,0.28,1,139
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34644,-71.07481,Private room,140,2,238,04/16/2019,3.2,4,72
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Joan And Charlotte,,East Boston,42.38362,-71.02023,Entire home/apt,170,2,87,11/16/2018,1.21,1,230
1053924,Furnished Waterfront North End Condo with Elevator,5803565,Brian,,North End,42.36237,-71.05155,Entire home/apt,160,32,1,12/15/2018,0.19,1,163
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36076,-71.06399,Entire home/apt,125,2,8,09/09/2018,0.11,2,0
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31218,-71.10473,Private room,80,1,23,04/03/2019,0.31,1,351
1067184,Cozy apartment/lovely bedroom on quiet JP street,848706,Phyllis,,Jamaica Plain,42.30633,-71.11902,Entire home/apt,80,14,82,11/30/2018,1.12,2,217
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31748,-71.10819,Entire home/apt,90,2,297,05/05/2019,4.05,2,271
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.34352,-71.09614,Entire home/apt,175,5,83,05/05/2019,1.14,2,71
1077105,"Studio Apt. for Rent in South End, ",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,1,0,,,1,0
1081386,Close to South End and Mass Ave,2871556,Denzil,,Roxbury,42.33093,-71.07152,Private room,70,4,142,05/17/2019,1.95,1,24
1090413,HynesConventionCtr-5min-Lge Rm-Pvt Bath,1984434,Irene,,Back Bay,42.34502,-71.0803,Private room,100,3,129,05/13/2019,2.2,3,311
1090545,BostonCtrBackBay-Pvt Bath&Rm-Comfy Bed,1984434,Irene,,Back Bay,42.34373,-71.08224,Private room,100,3,90,05/18/2019,1.24,3,290
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285,-71.10115,Entire home/apt,95,5,31,04/16/2019,0.43,9,230
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051,-71.11216,Entire home/apt,439,2,67,05/15/2019,0.96,1,293
1112067,warm and Cozy,6103425,Steve,,Dorchester,42.30454,-71.06104,Private room,61,1,186,05/03/2019,2.53,5,301
1112193,"Warm and Cozy, Room B",6103425,Steve,,Dorchester,42.29888,-71.06489,Private room,65,1,267,04/29/2019,3.66,5,305
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.30126,-71.06281,Private room,60,1,184,04/28/2019,2.66,5,275
1136972,Boston Room/Free Transit/ By Subway,1480518,Lisa,,Jamaica Plain,42.29444,-71.11995,Private room,60,1,344,06/20/2017,4.75,5,0
1141522,"Queen bed - Walk to the Airport, 15min to Downtown",1407005,Izzy,,East Boston,42.37752,-71.03418,Private room,115,1,447,05/08/2019,6.11,4,83
1147871,★ Room in Boston Fantastic Location by Airport ★,1407005,Izzy,,East Boston,42.37761,-71.0352,Private room,105,1,451,04/12/2019,6.18,4,82
1167221,Boston walk to TRAIN 3 room master suite for 3,6391436,Robin,,Jamaica Plain,42.30777,-71.11626,Private room,90,2,204,09/07/2018,3.26,3,36
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29317,-71.13016,Private room,26,90,8,04/13/2019,0.12,2,260
1170157,Contemporary Fort Hill Condo,5243773,Chad & Mercy,,Roxbury,42.32477,-71.09476,Entire home/apt,135,2,8,08/12/2018,0.11,2,0
1171578, Private Room in a One Family House,3765817,Frank,,Brighton,42.35384,-71.16795,Private room,99,1,227,05/17/2019,3.25,1,355
1175376,Renovated in So End|Balcony|Fun Area| 2BR 1BA #2,1444340,Will,,Roxbury,42.33904,-71.08104,Entire home/apt,275,2,84,08/23/2018,1.17,46,0
1178106,Cozy Tiny Room in Great Boston Location by Airport,1407005,Izzy,,East Boston,42.37669,-71.03428,Private room,99,1,436,05/01/2019,5.98,4,86
1178162,Private Room in Great Location Boston,1407005,Izzy,,East Boston,42.3778,-71.03467,Private room,100,1,401,04/28/2019,5.49,4,84
1183032,"Charming South End, Boston Condo",6471589,Mary Kate,,South End,42.34122,-71.07533,Entire home/apt,150,7,31,08/20/2018,0.44,1,304
1197857,19th Century on Tremont | Modern Unit 1BR 1BA #6,1444340,Will,,Roxbury,42.33852,-71.07985,Entire home/apt,167,2,108,04/23/2019,1.5,46,115
1198779,"Ocean view,ideal for event atendees",6549153,Alfredo,,South Boston,42.33139,-71.04268,Private room,89,1,34,07/06/2015,0.47,1,0
1200502,Charming Garden Studio In South End,6557340,Karoline,,South End,42.33843,-71.07685,Entire home/apt,165,2,88,05/16/2019,1.29,1,274
1203130,1or 2 bedroom w/stunning city views,887148,Dawn,,Charlestown,42.38129,-71.06704,Private room,395,2,1,08/05/2013,0.01,7,361
1204755,Bright Artist Loft,499127,Sarah,,Roxbury,42.33311,-71.07494,Entire home/apt,200,3,18,04/30/2019,0.26,1,121
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,,North End,42.3651,-71.05365,Entire home/apt,159,2,136,05/15/2019,2.09,10,276
1222327,"Cozy, 2 bdr,  2 baths, house near medical area!",6668129,Chuck,,Jamaica Plain,42.32473,-71.10792,Entire home/apt,121,5,11,04/17/2019,0.22,1,1
1240598,"Downtown Studio, Historic Theater District",2356643,Voyage,,Downtown,42.35257,-71.0636,Entire home/apt,145,2,158,05/10/2019,2.19,9,97
1252289,South End brownstone private room,1462158,Chris & Claire,,South End,42.33534,-71.07426,Private room,99,3,111,09/28/2017,1.55,1,0
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.36105,-71.06593,Entire home/apt,200,2,65,08/28/2017,0.9,1,0
1275498,Parlor Level Studio,5430185,Laura,,South End,42.34405,-71.07352,Entire home/apt,160,1,27,05/02/2019,0.38,7,152
1278391,Perfect Back Bay get away! ,6957165,Melissa,,Back Bay,42.34853,-71.08549,Entire home/apt,199,1,35,05/31/2015,0.58,1,0
1303261,HISTORIC BEACON HILL-ENJOY OUR CAT,2120816,Larry,,Beacon Hill,42.3588,-71.06972,Entire home/apt,650,3,23,10/25/2018,0.34,1,365
1321422,Barney's Master Bedroom T Downtown,6608084,CarneyFamily,,Dorchester,42.30838,-71.04694,Private room,76,1,486,05/14/2019,6.84,7,233
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.34567,-71.13922,Entire home/apt,147,3,219,05/16/2019,3.08,1,88
1332786,"Cozy Sunporch, Quick Downtown",6608084,CarneyFamily,,Dorchester,42.30922,-71.04564,Private room,47,1,336,05/13/2019,4.73,7,205
1340649,"1BR in Charming South Boston Condo/Red Line, Beach",7271526,Michaela,,South Boston,42.32825,-71.05704,Private room,125,1,29,04/15/2019,0.51,2,28
1342370,Exposed Brick|Private Balcony|So End 2BR 1BA #1,1444340,Will,,Roxbury,42.33778,-71.07968,Entire home/apt,265,2,111,04/27/2019,1.62,46,25
1352776,Cozy Condo w/ Separate Bath,7341841,Carol,,Dorchester,42.3119,-71.07337,Private room,80,2,50,04/17/2019,1.45,1,177
