id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27125703,South End Luxury Loft,16795449,Manuel,,South End,42.33848,-71.07095,Entire home/apt,500,2,6,04/14/2019,0.83,2,10
27126754,62 Private & elegant room luxurious house - Boston,21030492,Ricky,,Allston,42.35071,-71.13394,Private room,85,1,10,03/24/2019,1.02,19,356
27128200,New room with a great location and FREE breakfast,188551199,Olga,,Dorchester,42.32821,-71.05983,Private room,229,1,5,09/02/2018,0.52,7,364
27130808,62 Charming & elegant room in the heart of Boston,21030492,Ricky,,Allston,42.35075,-71.13382,Private room,85,1,25,05/03/2019,2.54,19,352
27131795,62 Luxurious & private room in the heart of Boston,21030492,Ricky,,Allston,42.35063,-71.13313,Private room,175,1,10,11/11/2018,1.28,19,138
27132464,*Typical & cozy room in heart of Boston-Backbay,21030492,Ricky,,Back Bay,42.34883,-71.08963,Private room,110,1,8,05/01/2019,0.88,19,340
27133152,"Beautiful, cozy & private room in Boston!",21030492,Ricky,,Back Bay,42.35039,-71.08845,Private room,110,1,26,05/04/2019,2.9,19,333
27134793,"Single Room Near Airport, I-93, Silver Line T",42698490,Monica,,Roxbury,42.33009,-71.08189,Private room,64,1,27,05/04/2019,2.71,2,9
27136448,Spacious & romantic room in Backbay with Fireplace,21030492,Ricky,,Back Bay,42.34862,-71.08874,Private room,130,1,2,08/07/2018,0.2,19,345
27137119,Spacious & sunny room in perfect location - Boston,21030492,Ricky,,Back Bay,42.34904,-71.08976,Private room,120,1,27,05/02/2019,2.72,19,328
27137520,COZY Studio 5min Walk from FENWAY and more.,180713750,Luis & Rosa,,Fenway,42.34226,-71.09849,Entire home/apt,180,1,81,05/17/2019,8.35,4,40
27152264,Dearborn STEM Academy,13499840,Dean,,Roxbury,42.3278,-71.08125,Private room,45,30,1,04/15/2019,0.86,1,33
27158560,Private Southie Room & Bathroom short walk to BCEC,42530911,Eda,,South Boston,42.33212,-71.03885,Private room,128,2,18,03/31/2019,1.86,1,147
27159656,Broadway New Apartment With Super High Ceilings!,1118374,Scott,,South Boston,42.33515,-71.04078,Entire home/apt,167,1,63,05/05/2019,6.3,31,353
27163910,LUXURY Condo 4 Bed 2 Bath Downtown Boston Sleeps 8,204522484,Adam,,South Boston,42.33913,-71.05543,Entire home/apt,255,3,42,05/09/2019,4.39,1,242
27168524,Classic Boston Brownstone - Walk to Everything,3236168,Von,,South End,42.34653,-71.07302,Private room,111,1,64,05/03/2019,6.78,3,17
27172096,Welcoming Eco-Friendly Historic Home #1,1091732,Deacon,,Jamaica Plain,42.3106,-71.11111,Private room,60,2,24,11/11/2018,2.42,2,138
27172618,Spacious room at the Bunker Hill Monument,22664681,Ceri,,Charlestown,42.37808,-71.06244,Private room,90,1,15,04/20/2019,1.56,1,164
27197821,"Cozy Room 2
Close to downtown & seaport district",155919128,Erico,,Dorchester,42.30892,-71.07935,Private room,44,1,34,05/16/2019,3.63,3,289
27203329,"Clean, comfy room with excellent location@3",183805757,Claire,,East Boston,42.36849,-71.0401,Private room,81,2,49,05/05/2019,5.19,4,77
27233115,"Close to T stop, no clean fee, 1 Free Parkng Space",53765664,Karen,,Dorchester,42.32158,-71.05569,Private room,53,2,22,04/21/2019,2.23,1,29
27233778,Beautiful Apartment in Boston's Theater District,51701686,Mohammed,,Chinatown,42.35243,-71.06153,Entire home/apt,219,2,3,08/22/2018,0.32,1,0
27236306,Yellow Boston (private bath),33280346,Tes And Sharon,,Mission Hill,42.33273,-71.10047,Private room,67,1,57,05/03/2019,5.98,3,6
27247231,Comfortable Bedroom in Savin Hill Apartment,29240337,Lexi,,Dorchester,42.31358,-71.05109,Private room,100,2,27,05/05/2019,2.77,1,168
27255853,"Cozy, quiet space in Hyde Park MA",205288860,DeeJay,,Hyde Park,42.27048,-71.10634,Private room,275,1,1,08/04/2018,0.1,1,0
27256005,Very Comfortable Place - easy Downtown / Harvard,23393066,Michael,,South End,42.33759,-71.0751,Entire home/apt,185,7,0,,,1,16
27256454,Private & Elegant Room with Double Beds in Boston,196695287,Mina,,Dorchester,42.30349,-71.06347,Private room,98,2,13,11/12/2018,1.35,6,112
27258229,"Crisp, clean South End charmer with exposed brick",37408357,Mark,,South End,42.34426,-71.07342,Entire home/apt,200,2,14,04/28/2019,1.46,1,7
27261479,Center of Boston Beacon Hill,89871353,Juha,,Beacon Hill,42.35987,-71.06743,Entire home/apt,99,5,6,03/07/2019,0.64,1,7
27261969,2 Rooms with views in Eco-Friendly Historic Home,1091732,Deacon,,Jamaica Plain,42.31127,-71.11282,Private room,80,2,5,11/04/2018,0.66,2,138
27286080,Boston,202522408,George,,Mattapan,42.27206,-71.08872,Private room,100,2,2,03/18/2019,0.26,1,364
27289647,"Couchsurf near south station, downtown boston.",103343595,Mohammed,,Chinatown,42.35162,-71.0593,Shared room,70,1,9,10/27/2018,0.96,2,0
27289809,Couchsurf near south station in downtown boston,103343595,Mohammed,,Downtown,42.35297,-71.05922,Shared room,70,1,7,10/30/2018,0.77,2,0
27308183,❤️Summer Travel. Prime Location. Superhost!,205741151,Kai,,Back Bay,42.35328,-71.07703,Entire home/apt,169,2,50,05/17/2019,5.14,1,55
27309994,Downtown Boston Two Bedroom Apartment,4140161,Corporate,,Chinatown,42.35135,-71.05966,Entire home/apt,999,7,3,11/18/2018,0.37,11,0
27310987,Stunning 2BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.35154,-71.08812,Entire home/apt,414,2,7,04/28/2019,1.25,299,35
27321488,Comfy Room with Study Space,52870871,Henry,,Roxbury,42.32806,-71.0772,Shared room,28,7,3,01/31/2019,0.34,2,97
27323777,Vintage Studio in Beacon Hill. Walk Everywhere,95634275,Sophia,,Beacon Hill,42.36005,-71.06529,Entire home/apt,168,2,18,05/12/2019,1.88,4,73
27339519,Sunny and Cozy 2 BR Apartment,202862511,Frank & Delilah,,Roxbury,42.32907,-71.09646,Entire home/apt,150,2,54,05/14/2019,5.77,1,113
27341609,"2 Private Rooms in Shared, Spacious JP home",449295,Dorothy & Seth,,Jamaica Plain,42.30979,-71.09882,Private room,100,1,5,10/28/2018,0.65,3,0
27360485,Private 1 bedroom condo next to South Bay,192277512,Bharti,,Dorchester,42.32296,-71.06139,Private room,200,1,2,04/14/2019,0.21,2,0
27367206,2 Bedroom South Boston Apartment,56845613,Marissa,,South Boston,42.33793,-71.04851,Entire home/apt,194,7,1,09/16/2018,0.12,1,0
27367782,Boston Condo,20567181,Jeffrey,,Brighton,42.34702,-71.13965,Entire home/apt,1500,3,0,,,1,364
27370371,Clarita's Place 5,148305529,Clara M,,Brighton,42.36019,-71.14084,Private room,75,1,24,04/17/2019,2.55,9,357
27370560,Clarita's Place 2,148305529,Clara M,,Brighton,42.35836,-71.14214,Private room,75,1,31,05/17/2019,3.23,9,359
27370693,Clarita's Place 4,148305529,Clara M,,Brighton,42.35878,-71.14249,Private room,75,1,21,01/15/2019,2.3,9,357
27371158,"Cozy Room 1
Close to downtown & seaport district",155919128,Erico,,Dorchester,42.30706,-71.08048,Private room,44,1,40,05/10/2019,4.26,3,302
27371399,Clean and Modern 1 BR Guest Suite in the South End,204612202,Mike And Toni,,South End,42.33875,-71.07533,Entire home/apt,200,2,0,,,1,11
27394276,Sun filled private room in spacious Boston home.,163838367,Jamie,,Jamaica Plain,42.31943,-71.11288,Private room,45,1,9,02/10/2019,0.95,1,0
27399953,"Bright, Convenient, Cozy Boston House",206491651,Miaosi,,Dorchester,42.31813,-71.05357,Entire home/apt,170,1,58,05/01/2019,6.11,1,117
27404136,Sunny 2 Bedroom in Longwood Area,20079643,Alex,,Mission Hill,42.33405,-71.10218,Entire home/apt,295,15,0,,,19,71
27428096,North End / Waterfront Condo,75600642,Jeremy,,North End,42.36324,-71.05366,Entire home/apt,145,2,9,11/16/2018,1.07,1,0
27428142,JP Home for families - Garage Parking Inc!,13960633,Charles,,Jamaica Plain,42.2988,-71.11004,Private room,175,2,1,08/19/2018,0.11,2,5
27429577,Secluded Tower Home in Bright Castle,63270976,Peter,,Allston,42.35299,-71.14075,Entire home/apt,175,1,109,05/16/2019,12.53,1,19
27432265,Spacious room in modern 4bed2bath near orange line,41932249,Ann,,Roxbury,42.32495,-71.09223,Private room,69,2,1,08/06/2018,0.1,16,5
27436859,2B Boston Downtown Shiny 2BR Apt pefect 4 tour/biz,90527363,Haiying,,Chinatown,42.34868,-71.06101,Entire home/apt,179,1,15,05/01/2019,1.72,6,28
27439273,Allston Boston on Green Line,206788277,Han,,Allston,42.34861,-71.13352,Entire home/apt,100,2,13,11/18/2018,1.35,1,4
27454767,Private Room in Boston,120404049,Atiba,,Roxbury,42.32995,-71.0882,Private room,75,1,2,08/22/2018,0.22,1,0
27456651,Private room in Roxbury Condo,201625738,Karla,,Roxbury,42.31646,-71.09582,Private room,70,1,3,08/22/2018,0.32,1,0
27459736,"Lux 2BR 1BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33099,-71.11122,Entire home/apt,199,2,1,11/11/2018,0.16,117,225
27459741,"Lux 2BR 1BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33088,-71.11242,Entire home/apt,199,2,0,,,117,225
27459746,"Lux 2BR 1BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33043,-71.11301,Entire home/apt,199,2,1,10/07/2018,0.13,117,225
27459750,"Lux 2BR 1BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33108,-71.11148,Entire home/apt,199,2,1,10/21/2018,0.14,117,225
27460022,Stunning Boston Home in Historic Charlestown,28185704,Joshua,,Charlestown,42.38039,-71.06136,Entire home/apt,250,2,3,03/31/2019,0.34,3,10
27460321,"Lux 2BR 1BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33226,-71.11264,Entire home/apt,199,2,1,11/18/2018,0.16,117,225
27461009,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33034,-71.11114,Entire home/apt,199,2,0,,,117,225
27461431,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33246,-71.11234,Entire home/apt,199,2,0,,,117,225
27461511,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33202,-71.11231,Entire home/apt,199,2,1,09/03/2018,0.12,117,225
27461594,Lovely 1BR in South End by Sonder,12243051,Sonder,,South End,42.34028,-71.08118,Entire home/apt,232,2,7,04/08/2019,1.07,299,23
27461905,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33087,-71.11147,Entire home/apt,199,2,1,04/14/2019,0.83,117,225
27461993,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33073,-71.11237,Entire home/apt,199,2,2,11/23/2018,0.27,117,225
27462072,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33183,-71.11156,Entire home/apt,199,2,0,,,117,225
27468231,VERY large 2BR condo in PRIME Downtown location #3,157228002,Victor,,Downtown,42.35151,-71.06497,Entire home/apt,199,1,21,01/29/2019,2.32,3,0
27478102,My Sista’s Place,189401481,Donalyn,,Dorchester,42.29905,-71.08317,Private room,55,1,71,05/14/2019,7.47,3,220
27479040,Boston Bungalow (4 min walk to orange line),33280346,Tes And Sharon,,Mission Hill,42.33234,-71.09946,Private room,71,1,74,04/28/2019,7.9,3,4
27483433,Minimalist Bedroom AMAZING location in Brighton!,99866137,Brian,,Brighton,42.34674,-71.13999,Private room,150,1,72,05/17/2019,9.56,2,62
27488020,"Freedom Trail Gem 3, North End, Location A✔✔",56234516,Nate,,North End,42.36661,-71.05765,Entire home/apt,275,2,49,05/10/2019,5.18,4,77
27488878,"❗️Freedom Trail Gem 2, Sleeps 5, 2 Bathrooms❗️",56234516,Nate,,North End,42.36641,-71.05837,Entire home/apt,275,2,54,05/09/2019,5.7,4,65
27489073,"North End❗️, 2 BDR, Sleeps 9, Freedom Trail",56234516,Nate,,Downtown,42.36726,-71.05882,Entire home/apt,275,2,57,05/09/2019,6.48,4,72
27492026,"Lg. Sunny Bedroom, 7 minute walk to Redline Train.",494453,Dave,,Dorchester,42.31217,-71.04751,Private room,51,1,18,11/28/2018,1.89,2,0
27501160,Springtime in Boston!  Adorable 1BR Condominium.,101356888,Erik,,East Boston,42.37224,-71.04042,Entire home/apt,145,4,46,05/16/2019,4.96,2,13
27503398,Light-Filled Gorgeous New Luxury Apartment,113533375,Devora,,Roxbury,42.32462,-71.09301,Entire home/apt,325,2,22,05/05/2019,2.52,2,275
27506356,Spacious 1BR in Prime Historic Boston,29604812,Leslie,,North End,42.36313,-71.05549,Entire home/apt,189,2,9,04/16/2019,1.13,1,17
27507023,Private & Elegant Room with Double Beds in Boston,196695287,Mina,,Dorchester,42.30398,-71.06494,Private room,138,2,11,11/23/2018,1.15,6,112
27509499,Private Room with a Queen Bed in Boston Area,196695287,Mina,,Dorchester,42.30274,-71.06304,Private room,65,2,10,11/18/2018,1.07,6,112
27509899,Gorgeous Lg single fam near Harvard University,14785487,Aihua,,Allston,42.35879,-71.13494,Entire home/apt,500,5,2,11/21/2018,0.21,9,336
27529505,Private Suite in Luxury Apartment,40071986,Christian,,Allston,42.36285,-71.12939,Private room,160,7,7,10/15/2018,0.75,2,63
27541652,Lavish 1BR Apt Minutes from Boston Childrens Hosp!,163251048,Jen,,Jamaica Plain,42.32911,-71.11218,Entire home/apt,369,3,0,,,70,365
27543898,Deluxe Longwood 1 Bedroom Apt With Pool and Gym!,163251048,Jen,,Jamaica Plain,42.32852,-71.11077,Entire home/apt,369,3,1,12/26/2018,0.21,70,354
27543947,Opulent Boston 2 Bedroom With Exclusive Amenities!,163251048,Jen,,Jamaica Plain,42.3289,-71.11195,Entire home/apt,469,3,0,,,70,365
27546348,A specious Bedroom BR3 in BOSTON,62584702,Francisco,,Dorchester,42.28802,-71.08549,Private room,60,2,10,04/28/2019,1.15,3,45
27554053,Boston Apartment,32837575,Jean,,Back Bay,42.35331,-71.07614,Entire home/apt,149,3,9,04/08/2019,1,1,77
27556735,Private & Elegant Room for 2 Guests in Boston,196695287,Mina,,Dorchester,42.30261,-71.06474,Private room,82,2,10,02/28/2019,1.08,6,112
27565509,Blueline walk&stay,71693323,Pam,,East Boston,42.38872,-70.9978,Entire home/apt,160,3,11,04/16/2019,1.2,1,64
27571301,Stunning 3BR in South End by Sonder,12243051,Sonder,,South End,42.34494,-71.06609,Entire home/apt,492,2,23,05/03/2019,2.77,299,272
27572527,Delightful 2BR in South End by Sonder,12243051,Sonder,,South End,42.34341,-71.06435,Entire home/apt,275,2,6,04/30/2019,0.7,299,309
27573090,Pristine 2BR in South End by Sonder,12243051,Sonder,,South End,42.34466,-71.06617,Entire home/apt,294,2,12,03/31/2019,1.32,299,316
27576507,Private Room in spacious duplex (1BD/1BA),78658122,Yago,,Charlestown,42.37195,-71.06164,Private room,127,2,31,05/15/2019,3.73,2,6
27579388,Furnished Apartment in Downtown Boston,4140161,Corporate,,Chinatown,42.35187,-71.05992,Entire home/apt,999,7,4,04/28/2019,0.47,11,0
27595884,HOMEY 2BR APT! 1 FullBath & 1Private Parking!,205567786,Mary & Ignacio,,Allston,42.34754,-71.13625,Entire home/apt,1000,2,4,12/03/2018,0.45,7,347
27598072,CHARMING 3Beds/1Bath+1 Parking byThe Tstation!,205567786,Mary & Ignacio,,Allston,42.34691,-71.13497,Entire home/apt,1000,2,12,04/15/2019,1.65,7,330
27602176,855 Sqft. 1BD Luxury Back Bay Apt + Full Amenities,52282384,Nancy,,Back Bay,42.35098,-71.07057,Entire home/apt,249,1,2,08/24/2018,0.22,1,0
27603003,Quiet and private room near T,19475054,Nancy,,Charlestown,42.3814,-71.08022,Private room,85,5,15,10/28/2018,1.61,3,63
27606245,GORGEOUS APT by BU! 3Beds/1Bath+ 1 Parking!,205567786,Mary & Ignacio,,Allston,42.34747,-71.13677,Entire home/apt,1000,2,4,05/01/2019,0.52,7,148
27606556,Amazing location!! Spacious 1 bedroom condo,118491089,David,,South Boston,42.33311,-71.0361,Entire home/apt,300,1,7,05/10/2019,3.28,1,101
27606782,STUNNING Apt byBU 2BR/1FULL Bath +1PrivateParking!,205567786,Mary & Ignacio,,Allston,42.34644,-71.13495,Entire home/apt,1000,2,4,01/28/2019,0.43,7,40
27607021,Boston Fairmount Hill Sanctuary!,208312495,Laine & Nam,,Hyde Park,42.2472,-71.11856,Entire home/apt,79,3,1,04/15/2019,0.86,1,170
27611562,Boston Apartment,208334039,Shelia,,Dorchester,42.28169,-71.0717,Private room,160,30,0,,,1,365
27611896,Cozy 1 Bedroom Top Floor Apt with Roof Deck,37284986,Chris,,Beacon Hill,42.35915,-71.06777,Entire home/apt,250,2,0,,,2,0
27625553,IMPRESSIVE 3Beds/1Bath+1PrvtParking byTheTstation!,205567786,Mary & Ignacio,,Brighton,42.3464,-71.13662,Entire home/apt,1000,2,4,04/17/2019,0.45,7,320
27625757,WELL LOCATED  APT by BU! 2Beds/1Bath+ 1 Parking!,205567786,Mary & Ignacio,,Allston,42.34694,-71.13537,Entire home/apt,1000,2,2,12/18/2018,0.28,7,318
27625974,Brand New Apt Steps From The Water & Downtown,208469788,Kevin And Emily,,Charlestown,42.37459,-71.06312,Entire home/apt,145,2,4,04/29/2019,1.01,1,23
27626629,Magnificent 1BR Apartment in South Boston!,163251048,Jen,,South Boston,42.33523,-71.03691,Entire home/apt,499,3,0,,,70,353
27627681,CLOSE TO BOSTON UNIVERSITY 3Beds/1 Bath+1Parking,205567786,Mary & Ignacio,,Allston,42.34705,-71.13524,Entire home/apt,1000,2,1,09/16/2018,0.12,7,334
27631936,Quiet and sunny room near T,19475054,Nancy,,Charlestown,42.38275,-71.07852,Private room,85,3,2,09/02/2018,0.21,3,88
27634728,Boston Condominium,31340713,Kama,,Brighton,42.33876,-71.15112,Entire home/apt,125,2,6,12/15/2018,0.76,9,271
27635456,Charming JP Apartment,91851593,Joanna,,Jamaica Plain,42.30393,-71.10576,Entire home/apt,130,5,2,08/26/2018,0.22,2,11
27635713,5⭐ Freedom Trail⭐Eco-Zen 2 BR+Office✔Free Parking,11410590,Nika & Tony,,Charlestown,42.37427,-71.06268,Entire home/apt,100,1,33,05/03/2019,3.67,4,105
27639994,Perfect Room in the South End for solo adventurer,3236168,Von,,South End,42.34553,-71.07334,Private room,90,1,70,04/28/2019,7.58,3,35
27640582,Cozy studio Apt in Bay Back (Copley square area),46020939,Fabricio,,Back Bay,42.35218,-71.08085,Entire home/apt,198,3,11,05/02/2019,1.3,1,5
27653956,★Quiet & Cozy Apartment ★Downtown Central★Back Bay,18110188,Cindy,,Back Bay,42.34295,-71.0831,Entire home/apt,400,1,44,05/12/2019,5.3,9,74
27654594,Posh 1 Bedroom Apt in South Boston!,163251048,Jen,,South Boston,42.33615,-71.03736,Entire home/apt,499,3,0,,,70,344
27658502,HARBOR VIEW/Chic Top Flr 1 Bd/North End/Frdm Trail,133896701,David,,North End,42.36429,-71.05297,Entire home/apt,250,2,28,05/11/2019,3.11,4,126
27659017,"1A south end, sunny room w/bath near T/BU Medical",41932249,Ann,,Roxbury,42.33701,-71.07805,Private room,49,1,21,05/08/2019,2.5,16,28
27661676,"Luxury 3bd/2ba Townhouse S. Boston, BCEC, Seaport",41210370,Rachel,,South Boston,42.33423,-71.03889,Entire home/apt,375,4,26,05/13/2019,3.26,1,107
27669626,"Downtown Boston, Near South Station Bus Terminal",208829554,Ping,,Chinatown,42.35094,-71.06075,Entire home/apt,205,1,52,05/03/2019,6.34,1,49
27675508,Broadway Apartment w/ Private Deck + King Bed!,1118374,Scott,,South Boston,42.33675,-71.04154,Entire home/apt,187,1,71,05/01/2019,7.89,31,338
27690708,Shared Space for the Social Traveler 4.51R,78962454,Micah,,Roxbury,42.32039,-71.07976,Shared room,29,1,14,05/07/2019,2.09,25,3
27698940,Stay on a Ship in Boston Harbor. Cabin 1- 2 guests,185660576,Frederick,,East Boston,42.36394,-71.03289,Private room,129,1,0,,,6,262
27701762,Comfy Room Close To Harvard BS,194167208,Reina,,Allston,42.36259,-71.13028,Private room,50,2,25,05/17/2019,2.85,2,5
27707705,Luxury Loft In Downtown Boston,74813179,Alexander,,Downtown,42.35829,-71.05385,Entire home/apt,397,1,45,05/10/2019,5.21,4,76
27718890,Cozy & Quiet Hideout in City Central / Back Bay,18110188,Cindy,,Back Bay,42.34391,-71.08233,Entire home/apt,400,1,43,05/07/2019,5.02,9,87
27719760,Walk to Prudential★ Central location w/t parking,18110188,Cindy,,Back Bay,42.3443,-71.0824,Entire home/apt,400,1,54,05/12/2019,6.33,9,81
27720457,★Location rule★ cozy and quiet in downtown central,18110188,Cindy,,Back Bay,42.34252,-71.08278,Entire home/apt,400,1,48,05/12/2019,5.74,9,75
27721138,Steps from T/Newbury/prudential ★ parking included,18110188,Cindy,,Back Bay,42.3442,-71.08281,Entire home/apt,400,1,55,05/11/2019,6.45,9,79
27721562,★Location rule★ cozy and quiet in Back Bay,18110188,Cindy,,Back Bay,42.34346,-71.08259,Entire home/apt,400,1,38,05/14/2019,4.44,9,68
27725614,BEAUTIFUL 2 BEDROOM APARTMENT IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.31222,-71.06765,Entire home/apt,115,2,31,04/29/2019,3.47,2,216
27729451,"Li’l Italy, *Harbor apartment.
Spacious*",46702413,Beth,,North End,42.36508,-71.05096,Entire home/apt,197,3,32,05/10/2019,3.72,3,303
27733061,Room in Back Bay Brownstone Penthouse Apartment,16618536,Aziz,,Back Bay,42.35025,-71.08547,Private room,125,2,49,04/24/2019,5.65,2,68
27734523,Boston Room (3-1),209395207,Belkis,,Jamaica Plain,42.31432,-71.10133,Private room,69,7,9,04/01/2019,0.99,6,294
27770672,"Chez Loungé: LG 1 BR: 5m to airport, 10m to sights",17692984,Jack,,East Boston,42.36994,-71.0373,Entire home/apt,190,2,13,05/13/2019,2.06,1,31
27778274,Stay on a Ship in Boston Harbor. Cabin 2- 2 guests,185660576,Frederick,,East Boston,42.36392,-71.03376,Private room,129,1,0,,,6,137
27779216,Stay on a Ship in Boston Harbor. Cabin 3- 2 guests,185660576,Frederick,,East Boston,42.36523,-71.03265,Private room,129,1,1,08/18/2018,0.11,6,72
27781516,Modern & Spacious 4 Bedroom 15 mins to Downtown!!,209771625,Mike,,Brighton,42.347,-71.16153,Entire home/apt,199,1,23,05/14/2019,3.08,8,12
27784901,"3br house in S. Boston, near Seaport,BCEC&downtown",10717877,Shervin,,South Boston,42.3348,-71.04524,Entire home/apt,270,3,32,05/15/2019,3.74,1,39
27785179,"3 min walking to  Subway, Orange line 1B",45588537,Liga,,Charlestown,42.38417,-71.07748,Private room,50,25,1,09/14/2018,0.12,1,326
27801023,Magnificent 1BR Boston apt + Superior Amenities!,163251048,Jen,,Chinatown,42.35122,-71.06129,Entire home/apt,499,3,0,,,70,340
27801644,Lavish Boston 1BR apt Minutes from Boston Common!,163251048,Jen,,Downtown,42.35208,-71.06361,Entire home/apt,499,3,0,,,70,321
27802054,Beautiful 1BR Apt in Boston Historic District!,163251048,Jen,,Chinatown,42.3509,-71.06147,Entire home/apt,499,3,0,,,70,185
27802277,Posh Downtown Boston 2BR Apt + Magnificent Views!,163251048,Jen,,Chinatown,42.35135,-71.06202,Entire home/apt,599,3,1,10/07/2018,0.13,70,185
27803195,Exiting : } 2 bedroom near TD Gardens. #bbs,95459395,Bluebird,,Downtown,42.36387,-71.05936,Entire home/apt,399,3,0,,,123,267
27804737,2 Bedroom Close to Fenway & Hynes Convention Cntr,12521814,Nav,,Back Bay,42.34652,-71.08624,Entire home/apt,220,1,21,04/16/2019,2.49,20,28
27810970,Alaska Street R53,188939923,Mort,,Roxbury,42.32191,-71.07963,Private room,85,2,4,10/28/2018,0.46,2,198
27815751,Private cozy room near T,19475054,Nancy,,Charlestown,42.38182,-71.07929,Private room,99,5,3,04/15/2019,0.42,3,101
27826600,Beautiful 2 Bedroom Apt at Longwood Medical!,163251048,Jen,,Mission Hill,42.33064,-71.11278,Entire home/apt,599,3,0,,,70,356
27827140,Convenient  2BR Apt Close to Boston Childrens Hosp,163251048,Jen,,Mission Hill,42.33216,-71.11146,Entire home/apt,599,3,0,,,70,363
27827788,Magnificent Longwood 2BR Close to Fenway Park!,163251048,Jen,,Mission Hill,42.33241,-71.11298,Entire home/apt,599,3,0,,,70,356
27854109,Boston private room (1-5),209395207,Belkis,,Jamaica Plain,42.31371,-71.1007,Private room,59,7,5,04/22/2019,0.75,6,169
27871801,Stunning condo in prime downtown location,20929478,Matt,,South End,42.34421,-71.07059,Entire home/apt,349,2,1,04/16/2019,0.88,1,266
27879644,"Spacious room, near transit, self keyless check-in",201935605,Sherwin,,Hyde Park,42.25124,-71.1174,Private room,75,30,13,12/14/2018,1.44,5,148
27879776,Private room near transit/Keyless self check-in,201935605,Sherwin,,Hyde Park,42.25099,-71.11725,Private room,75,30,14,11/17/2018,1.54,5,110
27893040,Newly renovated South End 2 bedroom apartment,103017326,Vika,,Roxbury,42.33246,-71.07957,Entire home/apt,250,2,21,05/08/2019,2.33,1,117
27904192,Cozy 2 Bedroom in the heart of the West End,20079643,Alex,,West End,42.36484,-71.06959,Entire home/apt,280,20,2,05/01/2019,0.32,19,41
27905633,Boston condo located in an urban oasis,18589253,Will,,Jamaica Plain,42.32416,-71.11393,Private room,81,3,3,09/17/2018,0.33,2,74
27906365,Alaska Street R51,188939923,Mort,,Roxbury,42.32052,-71.07983,Private room,65,2,14,04/15/2019,1.6,2,355
27920247,Boston Private room (1-3),209395207,Belkis,,Jamaica Plain,42.3135,-71.09928,Private room,49,7,6,05/11/2019,1.16,6,265
27920433,Boston Private Room (1-1),209395207,Belkis,,Jamaica Plain,42.31536,-71.09967,Private room,49,7,1,08/31/2018,0.11,6,0
27921597,Boston private room (1-4),209395207,Belkis,,Jamaica Plain,42.3155,-71.10068,Private room,49,7,2,09/01/2018,0.23,6,289
27922387,Boston private room (1-2),209395207,Belkis,,Jamaica Plain,42.3139,-71.09963,Private room,49,7,6,04/20/2019,0.68,6,251
27927966,cozy room on third floor,69267172,Lynda,,Roslindale,42.27608,-71.13366,Private room,40,1,8,11/19/2018,0.89,5,310
27935696,Exposed Brick Private Room-  3 min. walk to subway,3236168,Von,,South End,42.3455,-71.07378,Private room,111,1,73,05/02/2019,8.39,3,27
27950388,Stay on a ship in Boston Harbor Cabin 4- 2 guests,185660576,Frederick,,East Boston,42.36379,-71.03381,Private room,129,1,1,09/26/2018,0.13,6,228
27954309,Botolph Street 1 Bedroom Deluxe,76545076,Taylor,,Back Bay,42.34655,-71.0804,Entire home/apt,160,1,32,04/30/2019,3.6,36,0
27958363,Boston Common Super Spacious One Bed Apartment,1118374,Scott,,Downtown,42.3525,-71.06678,Entire home/apt,290,1,57,05/05/2019,6.5,31,292
27962701,Spacious Southie Bedroom in Upscale Home,11494219,Adam,,South Boston,42.3331,-71.05357,Private room,89,1,9,09/30/2018,1.05,1,0
27967687,【BEACON HILL】BestLocation 2b2b Duplex 1min to Park,125924069,April,,Beacon Hill,42.35836,-71.07029,Entire home/apt,299,1,22,05/01/2019,2.68,2,212
27988257,☆Historic Beacon Hill | Cozy Charming Condo❤,211387294,Khanh,,Beacon Hill,42.36047,-71.06915,Entire home/apt,125,1,106,05/14/2019,11.91,1,121
27988417,Spacious duplex in Charlestown (2 BD/2 BA),78658122,Yago,,Charlestown,42.37309,-71.06159,Entire home/apt,250,2,13,04/28/2019,1.51,2,0
